"DOI","Materials Science","Social Sciences","Dentistry","Immunology and Microbiology","Business, Management and Accounting","Veterinary","Pharmacology, Toxicology and Pharmaceutics","Mathematics","Nursing","Psychology","Arts and Humanities","Energy","Earth and Planetary Sciences","Economics, Econometrics and Finance","Computer Science","Engineering","Neuroscience","Health Professions","Chemical Engineering","Environmental Science","Medicine","Agricultural and Biological Sciences","Physics and Astronomy","Biochemistry, Genetics and Molecular Biology","Chemistry","Decision Sciences"
"https://doi.org/10.12691/ajfst-4-2-1","0","0.010869565217391304","0","0.021739130434782608","0","0","0.021739130434782608","0","0.17391304347826086","0.03260869565217391","0","0","0","0","0","0","0.021739130434782608","0","0","0","0.2391304347826087","0.31521739130434784","0","0.13043478260869565","0.03260869565217391","0"
"https://doi.org/10.3389/fpls.2022.862079","0","0","0","0","0","0","0","0","0","0","0","0","0.020833333333333332","0","0.020833333333333332","0","0","0","0","0.020833333333333332","0","0.5833333333333334","0","0.3333333333333333","0.010416666666666666","0.010416666666666666"
"https://doi.org/10.4000/etudesrurales.11590","0","0.4090909090909091","0","0","0","0","0","0","0","0","0","0","0","0","0","0.045454545454545456","0","0","0","0.13636363636363635","0","0.4090909090909091","0","0","0","0"
"https://doi.org/10.1016/j.foodchem.2017.09.057","0.010101010101010102","0","0","0","0","0","0","0","0.1717171717171717","0","0","0","0","0.010101010101010102","0","0.030303030303030304","0","0","0.020202020202020204","0.020202020202020204","0.010101010101010102","0.5858585858585859","0.010101010101010102","0.10101010101010101","0.030303030303030304","0"
"https://doi.org/10.1093/aobpla/ply010","0","0","0","0","0","0","0","0","0","0","0","0","0.010309278350515464","0","0.020618556701030927","0","0","0","0","0.061855670103092786","0","0.8556701030927835","0","0.05154639175257732","0","0"
"https://doi.org/10.1007/s11625-019-00665-0","0","0.4845360824742268","0","0","0","0","0","0","0","0.020618556701030927","0","0","0.020618556701030927","0.010309278350515464","0","0.020618556701030927","0.010309278350515464","0.08247422680412371","0","0.25773195876288657","0.020618556701030927","0.041237113402061855","0","0","0","0.030927835051546393"
"https://doi.org/10.19084/rca18073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015625","0.015625","0","0","0","0.78125","0","0.1875","0","0","0","0"
"https://doi.org/10.3406/ecoru.2000.5207","0","0.3333333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0.16666666666666666","0","0","0","0.16666666666666666","0","0.3333333333333333","0","0","0","0"
"https://doi.org/10.1007/978-3-030-92022-7_3","0","0.19117647058823528","0","0","0.22058823529411764","0","0","0.014705882352941176","0","0","0","0.014705882352941176","0","0.029411764705882353","0.07352941176470588","0.029411764705882353","0","0","0","0.07352941176470588","0.014705882352941176","0.23529411764705882","0","0","0","0.10294117647058823"
"https://doi.org/10.19182/remvt.36802","0","0","0","0","0","0","0","0","0","0","0","0","0.09090909090909091","0","0","0.030303030303030304","0","0","0","0.6363636363636364","0.015151515151515152","0.21212121212121213","0","0.015151515151515152","0","0"
"https://doi.org/10.3382/ps.2009-00360","0","0","0","0.018867924528301886","0","0.018867924528301886","0","0","0","0","0","0","0","0","0.009433962264150943","0.009433962264150943","0","0","0","0.02830188679245283","0.03773584905660377","0.7924528301886793","0","0.0660377358490566","0.018867924528301886","0"
"https://doi.org/10.1371/journal.pone.0109405","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0.02","0.01","0","0","0","0.27","0.03","0.58","0","0.06","0","0.02"
"https://doi.org/10.1016/j.prevetmed.2016.01.016","0","0","0","0.04807692307692308","0.009615384615384616","0","0","0","0","0","0","0","0","0","0.009615384615384616","0","0","0.009615384615384616","0","0.057692307692307696","0.2692307692307692","0.5769230769230769","0","0.009615384615384616","0","0.009615384615384616"
"https://doi.org/10.19182/bft2015.324.a31267","0.05263157894736842","0","0","0","0","0","0","0","0","0","0","0","0.15789473684210525","0","0","0.42105263157894735","0","0","0","0.3157894736842105","0","0.05263157894736842","0","0","0","0"
"https://doi.org/10.1680/jgeot.19.p.153","0","0","0","0","0","0","0","0","0","0","0","0.009345794392523364","0.018691588785046728","0","0","0.2897196261682243","0","0","0","0.24299065420560748","0.009345794392523364","0.38317757009345793","0","0.028037383177570093","0.018691588785046728","0"
"https://doi.org/10.1371/journal.pntd.0010024","0","0.015873015873015872","0","0","0","0","0","0.047619047619047616","0","0","0","0","0","0","0.031746031746031744","0","0","0","0","0.19047619047619047","0.5079365079365079","0.15873015873015872","0","0.031746031746031744","0","0.015873015873015872"
"https://doi.org/10.3390/land8070106","0","0.25925925925925924","0","0","0.037037037037037035","0","0","0","0","0","0","0","0","0.07407407407407407","0","0","0","0.037037037037037035","0","0.037037037037037035","0","0.5185185185185185","0","0.037037037037037035","0","0"
"https://doi.org/10.1051/ocl.2000.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8333333333333334","0","0.16666666666666666","0","0"
"https://doi.org/10.3390/plants12040868","0","0","0","0","0","0","0","0","0.21428571428571427","0","0","0","0","0","0","0","0","0","0","0.18571428571428572","0","0.5571428571428572","0","0.02857142857142857","0.014285714285714285","0"
"https://doi.org/10.1016/j.agee.2019.04.006","0","0","0","0","0","0","0","0.008264462809917356","0","0.008264462809917356","0","0","0.008264462809917356","0.01652892561983471","0.008264462809917356","0.008264462809917356","0","0","0","0.18181818181818182","0","0.6446280991735537","0","0.11570247933884298","0","0"
"https://doi.org/10.4000/economierurale.7763","0","0.6","0","0","0.1","0","0","0","0","0.05","0","0","0","0","0","0","0","0","0","0.05","0","0.2","0","0","0","0"
"https://doi.org/10.1371/journal.pone.0212003","0","0.017543859649122806","0","0","0","0","0","0.07017543859649122","0","0","0","0","0","0","0.05263157894736842","0.017543859649122806","0","0.017543859649122806","0","0.03508771929824561","0.7192982456140351","0.017543859649122806","0","0.03508771929824561","0","0.017543859649122806"
"https://doi.org/10.36920/esa-v28n1","0","0.3125","0","0","0.08333333333333333","0","0","0","0.020833333333333332","0","0.03125","0","0","0.03125","0","0","0","0.041666666666666664","0","0.10416666666666667","0.052083333333333336","0.3125","0","0","0","0.010416666666666666"
"https://doi.org/10.1371/journal.pone.0070000","0","0","0","0.047619047619047616","0.007936507936507936","0","0","0.015873015873015872","0","0","0","0","0","0","0","0","0","0.007936507936507936","0","0.015873015873015872","0.6111111111111112","0.2698412698412698","0","0.023809523809523808","0","0"
"https://doi.org/10.18520/cs/v115/i12/2259-2266","0","0","0","0","0","0","0","0.013333333333333334","0","0","0","0.04","0.26666666666666666","0.013333333333333334","0","0.12","0","0","0.013333333333333334","0.49333333333333335","0","0.04","0","0","0","0"
"https://doi.org/10.1051/ocl/2022019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.42857142857142855","0","0.5714285714285714","0","0","0","0"
"https://doi.org/10.3390/microorganisms8111766","0","0","0","0.007874015748031496","0","0","0","0.023622047244094488","0","0","0","0","0","0","0.023622047244094488","0","0","0","0","0.047244094488188976","0.25196850393700787","0.6220472440944882","0.015748031496062992","0.007874015748031496","0","0"
"https://doi.org/10.19182/bft2019.341.a31744","0","0","0","0","0","0","0.023809523809523808","0","0","0","0.047619047619047616","0","0","0","0","0","0","0","0","0","0.09523809523809523","0.35714285714285715","0","0.2857142857142857","0.19047619047619047","0"
"https://doi.org/10.1016/j.rsci.2021.04.006","0","0","0","0","0","0","0","0.03125","0.015625","0","0","0","0.0078125","0","0.03125","0.0078125","0","0","0","0.171875","0","0.34375","0","0.390625","0","0"
"https://doi.org/10.1371/journal.pone.0142146","0.006896551724137931","0","0","0","0","0","0","0","0","0.006896551724137931","0","0","0.04827586206896552","0.006896551724137931","0","0.08275862068965517","0","0","0","0.7034482758620689","0","0.13793103448275862","0","0.006896551724137931","0","0"
"https://doi.org/10.1111/j.1574-6941.2010.00843.x","0","0.007633587786259542","0","0","0","0","0","0","0","0","0","0","0.03816793893129771","0","0","0.007633587786259542","0","0","0","0.22900763358778625","0.030534351145038167","0.5267175572519084","0","0.13740458015267176","0.022900763358778626","0"
"https://doi.org/10.1128/aem.02427-07","0.014492753623188406","0","0","0","0","0","0","0.007246376811594203","0","0","0","0","0","0","0","0.021739130434782608","0","0","0","0.2463768115942029","0.021739130434782608","0.6086956521739131","0","0.07246376811594203","0.007246376811594203","0"
"https://doi.org/10.20870/productions-animales.2004.17.3.3591","0","0","0","0","0","0","0","0","0","0","0.08333333333333333","0","0","0","0","0","0","0.16666666666666666","0","0.3333333333333333","0","0.3333333333333333","0","0.08333333333333333","0","0"
"https://doi.org/10.3390/ijerph10051698","0","0.07801418439716312","0","0","0.0070921985815602835","0","0","0.02127659574468085","0","0","0.0070921985815602835","0","0","0","0","0","0","0.014184397163120567","0","0.04964539007092199","0.6453900709219859","0.14893617021276595","0","0.028368794326241134","0","0"
"https://doi.org/10.19182/agritrop/00004","0","0.16666666666666666","0","0","0.16666666666666666","0","0","0","0","0","0","0","0","0","0.16666666666666666","0","0","0","0","0","0","0.5","0","0","0","0"
"https://doi.org/10.1098/rsif.2011.0255","0","0","0","0.027586206896551724","0","0","0","0.006896551724137931","0","0","0","0","0.020689655172413793","0.006896551724137931","0","0","0","0","0","0.06896551724137931","0.1724137931034483","0.6896551724137931","0","0.006896551724137931","0","0"
"https://doi.org/10.1111/1365-2664.14655","0","0.026845637583892617","0","0","0","0","0","0.006711409395973154","0","0","0","0","0.087248322147651","0.020134228187919462","0.03355704697986577","0.026845637583892617","0","0","0","0.6241610738255033","0","0.14093959731543623","0","0","0","0.03355704697986577"
"https://doi.org/10.1186/s12864-015-1474-8","0","0","0.006666666666666667","0.006666666666666667","0","0","0","0","0","0","0","0","0.006666666666666667","0","0","0","0","0","0","0.02","0.02","0.6866666666666666","0","0.25333333333333335","0","0"
"https://doi.org/10.1093/jee/toad178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01020408163265306","0","0","0","0","0.15306122448979592","0","0.6632653061224489","0","0.17346938775510204","0","0"
"https://doi.org/10.1002/jid.3675","0","0.6397058823529411","0","0","0.029411764705882353","0","0","0","0","0","0.014705882352941176","0","0.007352941176470588","0.007352941176470588","0","0.007352941176470588","0","0","0","0.04411764705882353","0","0.25","0","0","0","0"
"https://doi.org/10.3390/molecules28093805","0","0","0","0","0","0","0","0.02054794520547945","0.0410958904109589","0","0","0","0","0","0","0.0273972602739726","0.0136986301369863","0","0","0","0","0.8356164383561644","0","0.04794520547945205","0.0136986301369863","0"
"https://doi.org/10.5751/es-08812-210425","0","0.14814814814814814","0","0","0.012345679012345678","0","0","0","0","0","0","0.024691358024691357","0.012345679012345678","0.06172839506172839","0","0.024691358024691357","0","0","0","0.5555555555555556","0","0.1111111111111111","0","0.012345679012345678","0","0.037037037037037035"
"https://doi.org/10.1186/1756-3305-5-65","0","0.007042253521126761","0","0.007042253521126761","0","0","0","0","0","0","0","0","0.007042253521126761","0","0","0.007042253521126761","0.014084507042253521","0","0","0.23943661971830985","0.2323943661971831","0.2887323943661972","0","0.19718309859154928","0","0"
"https://doi.org/10.1093/insilicoplants/diaa007","0","0.006756756756756757","0","0","0.013513513513513514","0","0","0","0","0","0","0","0","0","0.2702702702702703","0.02027027027027027","0.013513513513513514","0","0","0.060810810810810814","0","0.5135135135135135","0.013513513513513514","0.04054054054054054","0","0.0472972972972973"
"https://doi.org/10.1684/agr.2012.0575","0","0","0","0","0.16666666666666666","0","0","0","0","0","0","0","0","0.3333333333333333","0","0","0","0","0","0","0","0.5","0","0","0","0"
"https://doi.org/10.1016/j.pt.2017.02.005","0","0.012903225806451613","0","0.11612903225806452","0.0064516129032258064","0.03870967741935484","0","0","0","0","0","0","0","0.01935483870967742","0","0","0","0","0","0.025806451612903226","0.4258064516129032","0.3225806451612903","0","0.03225806451612903","0","0"
"https://doi.org/10.1371/journal.pone.0063155","0","0","0","0.028735632183908046","0","0","0.005747126436781609","0","0","0","0","0","0.005747126436781609","0","0","0","0","0","0","0.06321839080459771","0.10344827586206896","0.3735632183908046","0","0.41954022988505746","0","0"
"https://doi.org/10.3390/v13050922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0136986301369863","0.00684931506849315","0","0","0","0.0547945205479452","0.0136986301369863","0.6164383561643836","0","0.2876712328767123","0","0.00684931506849315"
"https://doi.org/10.1007/s13593-022-00799-z","0","0.03355704697986577","0","0","0.040268456375838924","0","0","0","0","0","0","0","0","0.006711409395973154","0","0.006711409395973154","0","0","0","0.1342281879194631","0.026845637583892617","0.7315436241610739","0","0.020134228187919462","0","0"
"https://doi.org/10.1371/journal.pone.0195777","0","0.011627906976744186","0","0","0","0","0","0","0","0","0","0","0","0.011627906976744186","0","0","0","0","0","0.3953488372093023","0","0.5813953488372093","0","0","0","0"
"https://doi.org/10.3897/jhr.48.7470","0","0.037037037037037035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8148148148148148","0","0.14814814814814814","0","0"
"https://doi.org/10.1073/pnas.2104673118","0.007042253521126761","0.04225352112676056","0","0","0","0","0","0","0","0.028169014084507043","0","0","0","0","0","0","0.02112676056338028","0","0","0.11971830985915492","0","0.5633802816901409","0","0.21830985915492956","0","0"
"https://doi.org/10.1111/1365-2664.13069","0","0","0","0","0.006172839506172839","0","0","0.006172839506172839","0","0","0","0","0.012345679012345678","0.012345679012345678","0.006172839506172839","0","0","0","0","0.32098765432098764","0.006172839506172839","0.5246913580246914","0","0.10493827160493827","0","0"
"https://doi.org/10.1016/j.gecco.2024.e02996","0","0.012987012987012988","0","0","0","0","0","0.01948051948051948","0","0.012987012987012988","0","0","0.006493506493506494","0.006493506493506494","0.006493506493506494","0.032467532467532464","0","0","0","0.7467532467532467","0","0.14935064935064934","0","0.006493506493506494","0","0"
